Review_ID,Rating,Reviewer_Location,Review_Text,Branch,Year,Month,Review_len
670772142,4,Australia,"¡Si alguna vez has estado en Disneyland en cualquier lugar, encontrarás Disneyland Hong Kong muy similar en el diseño cuando caminas a Main Street! Tiene una sensación muy familiar. Uno de los paseos es un mundo pequeño es absolutamente fabuloso y vale la pena hacer. El día que visitamos era bastante caluroso y relativamente ocupado, pero las colas se movieron bastante bien.",Disneyland_HongKong,2019,4,329
670682799,4,Philippines,"Ha pasado un tiempo desde la última vez que visitamos HK Disneyland. Sin embargo, esta vez solo nos quedamos en Tomorrowland ... ¡también conocido como Marvel Land! Ahora tienen experiencia en Iron Man y recién abiertos de Ant Man N D Wasp! Ironman ... ¡Gran característica N tan emocionante, especialmente D completa paisaje de HK (Área central de HK a Kowloon)! Antman .. ¡Cambiado por el anterior Lightyear! ¡Más o menos d lo mismo, pero espero tener algo más! ¡Sin embargo, a mis hijos les gusta! Space Mountain ... ¡se convierte en Star Wars! Este 1 es genial! Para los miembros del elenco (personal) ... ¡me sentí un poco menos el punto de antes! ¡Solo no siento que sea una marca de Disney! ¡Parece más local como Ocean Park o incluso lo peor! ¡No tienen una cara sonriente, pero solo quiero entrar en la atracción y dejarlo! ¡Hola, se supone que es el lugar más feliz de la marca de la Tierra! Pero, simplemente no lo sientas! ¡La panadería en Main Street ahora tiene delicias más atractivas y dulces del tema de Disney ... ¡estos son buenos puntos! ¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡¡",Disneyland_HongKong,2019,5,970
670623270,4,United Arab Emirates,"Gracias Dios, no era demasiado caliente o demasiado húmedo cuando estaba visitando el parque, de lo contrario sería un gran problema (no hay mucha sombra). He llegado alrededor de las 10:30 a.m. y me fui a las 6 p.m. Desafortunadamente, no tuve hasta la noche hasta el desfile de la tarde, pero 8.5 horas fueron demasiado para mí. Hay mucho que hacer y todos encontrarán algo interesante para que disfruten. El parque en sí es bastante pequeño (realmente esperaba algo grandioso, incluso el castillo principal que estaba cerrado por cierto era bastante pequeño). Las opciones de comida son buenas, pocas cafeterías (incluidas Starbucks) y muchas tiendas de regalos. No hubo ningún problema con los baños ya que están en todas partes. Todos juntos fue un gran día y realmente lo disfruté.",Disneyland_HongKong,2019,4,938
670607911,4,Australia,"HK Disneyland es un gran parque compacto. Desafortunadamente, hay bastante trabajo de mantenimiento en la actualidad, por lo que varias áreas están cerradas (incluido el famoso castillo) si vas a la mitad de la semana, no está demasiado lleno y ciertamente no hay tan cerca del autobús como LA Disneyland. Notamos en esta visita que los precios de la comida, las bebidas, etc., realmente han pasado por el techo, así que prepárate para pagar el mejor precio de los bocadillos (y evite las tiendas de recuerdos si puedes), independientemente de los niños, a los niños les encantará.",Disneyland_HongKong,2019,4,485
670607296,4,United Kingdom,"La ubicación no está en la ciudad, tomó alrededor de 1 hora de Kowlon, a mis hijos como Disneyland, todo está bien.   Pero está realmente lleno y caliente en Hong Kong",Disneyland_HongKong,2019,4,163
670591897,3,Singapore,"He estado en Disney World, Disneyland Anaheim y Tokio Disneyland, pero creo que Disneyland Hong Kong es realmente demasiado pequeño para llamarse Disneylandia. Tiene muy pocos paseos y atracciones. Los recuerdos, la comida e incluso los boletos de entrada son un poco más caros que otros Disneyland también. Básicamente, este parque es bueno solo para niños pequeños y personas que nunca han estado en Disney. Las opciones de alimentos eran aceptables, en su mayoría comida rápida, y no demasiado caras. Sin embargo, el agua embotellada era muy costosa, pero tienen fuentes de agua para que vuelva a llenar sus botellas de agua. El desfile fue bastante bueno. No estaba lleno de gente, pero lo que era el problema era que la gente era tan grosera, empujando y empujando a las líneas para los paseos, las tiendas de regalos, los puestos de comida estaban demasiado por tomar. Olvídate de tratar de ver que uno de los espectáculos es gratis para todos para los asientos, no veo cómo Disney puede dejar que esto suceda, fue, con mucho, la propiedad de Disney más administrada.",Disneyland_HongKong,2019,4,966
670585330,5,India,¡Gran lugar! Su día pasará y ni siquiera lo sabrá. ¡Obviamente fui allí para mi hija y a ella le encantó! Lástima que el desfile se canceló.,Disneyland_HongKong,2019,4,166
670574142,3,Malaysia,"Piense en ello como una introducción a Disney Magic para los pequeños. Casi todas las atracciones se pueden completar en 1.5 días. Un inconveniente fue el momento. Por ejemplo, el teatro de libros de cuentos de Disney está cerrado el miércoles para eventos privados. Algunos restaurantes también cierran a mediados de semana. Así que es mejor no planificar su visita a mediados de la semana. La mayor decepción es la comida en el parque. Incluso la máxima es tan solo. El único restaurante decente es Main Street Corner Cafe y la panadería de Main Street. Y esté preparado para el típico servicio de estilo de Hongkong típico del personal de servicio.",Disneyland_HongKong,2019,3,573
670571027,2,Australia,"Siéntete tan decepcionado con este lugar, el tren de Disneyland fue fantástico hasta que superas la estación, la mala señalización, el personal terrible que simplemente no querían estar allí, estaba llorando y los paseos no funcionaban no podían encontrar un mapa de lugar, un parque divertido con precio. Personajes de Disney solo 2 vistos debajo de una cabaña con fotos con visitantes haciendo cola bajo la lluvia. No pierdas tu dinero. Walt Disney estaría horrorizado, no hay suficientes lugares para comer para la cantidad de personas o baños. Parece que están construyendo algo pero quién sabe qué. Sin ambiente de diversión y fantasía.",Disneyland_HongKong,2019,4,563
670570869,5,India,"Puedo seguir hablando de Disneyland. Lo que diga al respecto, es menos. Disneyland tiene que ver con los sueños de su infancia. A partir de la entrada, el medio ambiente, las palomitas de maíz, los espectáculos, todo. Incluso los trenes MTR y la estación están especialmente diseñados. En mi opinión, uno debería por un boleto de dos días para explorarlo bien si tiene tiempo. De lo contrario, pocas de las atracciones pueden permanecer incompletas en un día. Un boleto de dos días en línea puede ahorrar alrededor de HKD 100 en comparación con un boleto en el spot.  No debe faltar a las atracciones que incluyen el Jungle River Cruise, Phillhar Magic de Micky (un espectáculo 4D), el Lion King Showit es mejor tener un trabajo en casa con respecto a los horarios del espectáculo para que pueda maximizar la cantidad de espectáculos que puede cubrir. Es mejor evitar los domingos o los días festivos para evitar Rush.",Disneyland_HongKong,2019,3,799
670443403,5,United States,"¡Disneyland nunca deja de sorprenderme! He estado en Disneyland Florida y pensé que había agotado al niño en mí, ¡pero no! Todavía me divertí mucho en Disneyland Hong Kong. ¡2 DL de mi lista de deseos y más por venir!",Disneyland_HongKong,2019,4,217
670435886,5,Canada,"Pasamos el día aquí con nuestros hijos adultos y tengo que admitir que lo pasamos muy bien. Parece que los niños nunca se cansan de Disney. No hay tantos viajes como los estados de Disney Parks, pero tienen algunos excelentes no menos. Haz la casa embrujada, atrapa el espectáculo de Lion King, Space Mountain y la experiencia de Iron Man para enumerar algunos. Tienen muchas tiendas en las que tienes que gastar algo de dinero, por supuesto. ¡A los niños les encantará el día!",Disneyland_HongKong,2019,4,424
670376905,4,Australia,"Pasamos dos días, el segundo día fue temprano y luego fuimos directamente a la parte trasera del parque, sin alineaciones para que los niños tuvieron que ir en muchos paseos, algunos dos veces seguidos. Este Disneyland es muy adecuado para niños pequeños, el nuestro tenía 7,6,5,4,3 y 1, por lo que la mayoría de ellos podían ir a todos los paseos, fue decepcionante que el castillo no estuviera cerrado sin fuegos artificiales nocturnos. No me gustaría ir en la temporada caliente.",Disneyland_HongKong,2019,4,387
670324965,5,Philippines,"¡De hecho, era el lugar más feliz de la tierra! ¡Mi familia se divirtió mucho y hizo que el cumpleaños de mi hija fuera memorable!",Disneyland_HongKong,2019,4,119
670274554,5,Australia,"¡Este lugar es enorme! Definitivamente necesita más de un día. Tuvimos 3 hijos de 11, 9 y 6 años y les encantó. Una gran variedad de atracciones y atracciones para todas las edades. Las opciones de comida eran fantásticas con modelos 3D de lo que estaba pidiendo. El personal fue fantástico, muy servicial. Una experiencia familiar increíble.",Disneyland_HongKong,2018,9,298
670205135,3,United Kingdom,"Trajimos boletos antes de irnos y obtuvimos 2 días por menos del precio de 1. Después de visitar, aconsejaría a todos que busquen un acuerdo en línea que no valga la pena el precio de caminar. Castle estaba cerrado debido a que esa área fue restaurada y alterada, el apox de lunes a viernes no más de una espera de 30 minutos para los viajes, ya que la mayoría es menos de lo que no recomendaría fines de semana o días festivos. Como se ha dicho, como todos los parques y parques temáticos de Disney en general, la comida y la bebida es cara. Este es un parque pequeño y se puede hacer fácilmente en 1 día",Disneyland_HongKong,2019,1,509
670199487,4,Myanmar (Burma),"Es enorme, no es suficiente para visitar en un día. Lo hicimos con 2 días de pase ... Todas las escenas fueron increíbles ... eras como en películas, cuentos de hadas, etc. A las 8 pm, hemos disfrutado de lotes con el espectáculo de personajes en la calle. Debe visitar !!!",Disneyland_HongKong,2019,4,229
670129921,3,United Kingdom,"Alrededor de 60 por persona y si quieres comer o beber en algún momento le costó una pequeña fortuna. Si vas a un día de semana como lo hicimos, asume que, como nosotros, esperará alrededor de media hora por viaje. En el momento en que fuimos, el Castillo de Disney estaba en construcción. No parece que se terminará pronto. La vía rápida es gratuita para todos, pero un solo jinete fue mucho más rápido. Un día promedio en un lugar costoso.",Disneyland_HongKong,2019,4,413
670099231,4,Australia,¡S Disneyland! ¡Simplemente no necesita revisar!  El lugar habla por sí mismo.  Por más pequeño de lo que esperaba.  Gran experiencia,Disneyland_HongKong,2019,4,129
670033848,5,Hong Kong,"¡No hay nada más que decir, excepto que te conviertes en un niño una vez más cuando entras en Disneyland en HK!  Fácil de ir y salir con tranvías dedicados y estaciones de metro.  Espere el desfile al atardecer ¡Definitivamente vale la pena esperar!",Disneyland_HongKong,2018,11,237
670030877,5,United Kingdom,"Compramos un boleto turístico de 2 días a través de Klook que lo hizo mejor valor. Fue bueno tener un día para orientarse y un segundo día para ir a los paseos que nos perdimos y volver a nuestros favoritos nuevamente. También significa menos cola. Los espectáculos y los desfiles fueron increíbles. Vimos el maravilloso libro King, Moana y Mickey. Desafortunadamente, hay algunos trabajos, por lo que el castillo no es visible y el tren no está abierto. Todavía tuvimos un momento mágico.",Disneyland_HongKong,2019,4,452
670022335,3,United States,"En primer lugar, no soy un gran fanático de Disneyland. Vivo a unos 20 minutos de California Disneyland, y no he estado en más de 10 años (por elección). Estábamos de vacaciones en Hong Kong y pudimos obtener boletos gratis, así que ¿por qué no? Primero llegar a Subway desde el centro de la ciudad fue súper fácil. Diré que estaba impresionado con cómo el tren que te lleva allí estaba adornado en todos los temas de Disney. Luego, el parque estaba bien, solo súper pequeño en comparación con el aquí en California. El castillo estaba en construcción, así que eso apesta y el tren no corrió. Fuimos un miércoles, así que fue lento. No hay muchos paseos, así que no vengas con esa idea. Es un lugar agradable para los niños pequeños, pero los buscadores de emociones se quedan en casa. Un consejo, asegúrese de leer la descripción de cada viaje antes de esperar en la fila, porque nunca recuperaré esos 30 minutos de mi vida (experiencia en Iron Man).",Disneyland_HongKong,2019,4,896
670007081,3,United States,"Mickey y el libro heredero fueron geniales y a los niños les encanta. La nueva atracción de hormigas era buena para todas las edades. A nuestro hijo de cuatro años les encanta los pubs temerosos de esperar en la fila debido a los ruidos fuertes. El jugador de 10 años tenía miedo de que Iron Man S sea bueno para 12 y probablemente, pero fue un gran viaje. El castillo está bajo una construcción importante, por lo que no hay fuegos artificiales. En general, el parque sigue siendo hermoso y maravilloso para visitar y comprar el paseo en taza de té, hay un buen restaurante que tiene comida china estándar a precios razonables para Disney. Tendrás un gran día o dos. Sigue siendo probablemente la mejor atracción en Hong Kong para niños, uno de los dos primeros con seguridad. Los adultos pueden ir en montañas rusas y otros paseos, así que no se sentirán decepcionados.",Disneyland_HongKong,2019,4,760
669996858,3,Singapore,"He estado en Hong Kong Disneyland dos veces e incluso con nuevas atracciones como The Ant Man and the Wasp, la experiencia fue realmente plana y no tan agradable como otros Disneylands en la región. Con el Castillo de Bella Durmiente bajo renovación, las fotos tomadas en la plaza principal no son atractivas con el andamio a la vista. Los recuerdos, la comida e incluso los boletos de entrada son un poco más caros que otros Disneylands.",Disneyland_HongKong,2019,4,422
669783708,5,Australia,"Vaya temprano si desea hacer fotos con los letreros y Mickey Donald Duck. De lo contrario, podría pasar una hora esperando en la fila para obtener una foto gratis. La foto pagada también está disponible a un precio. Tomorrow Land Iron Man fue excelente y lo hicimos dos veces. La magia philar es realmente increíble. La tierra de fantasía es excelente para los paseos. La tierra de advetencia tiene algunas oportunidades agradables para tomar fotos con Tarzan, una visita a la casa de la árbol, un crucero en barco para niños.",Disneyland_HongKong,2019,4,529
669548161,3,Hong Kong,Disneylands de todo el mundo son genéricos aparte del idioma. Esto no fue diferente a los demás. Fue una pena por todo el trabajo de construcción y algunas áreas de alimentación cerradas.  Definitivamente vale la pena visitar si tienes hijos pequeños.,Disneyland_HongKong,2019,4,229
669528186,3,Australia,"Este fue mi segundo viaje aquí, el primero ha sido hace unos 3 años. Este es un pequeño parque de Disneyland. Las atracciones son de alto nivel, pero hay pocos paseos emocionantes y ninguna montaña rusa al aire libre. El parque estaba limpio y ordenado. La comida era costosa en el parque no de una excelente calificación (es decir, servida como cálida o fría) y había pocas opciones vegetarianas. El castillo estaba bajo renovación en el momento de mi visita. El parque es fácil de caminar y muchas de las atracciones son excelentes para los niños. Las líneas prácticamente no existían con nuestra esperanza más larga de 20 minutos, todo lo que vale la pena visitar si está con los niños en Hong Kong y tiene tiempo. La entrada del parque también es relativamente económica en comparación con otros parques de Disneyland.",Disneyland_HongKong,2019,4,728
669403596,5,Philippines,"Ya hemos estado en Hong Kong Disneyland varias veces, pero aún queremos volver. ¿Por qué? Debido a que hay paseos, fuimos demasiado pollo para probar las primeras visitas que finalmente tuvimos el coraje de intentar y terminamos amándolos. Nos encanta el gran paseo en la montaña Grizzly. Pensamos que sería demasiado aterrador, pero ahora nos encanta. ¡Volveré de nuevo!",Disneyland_HongKong,2018,12,340
669353396,5,United Kingdom,"Visitamos aquí un miércoles. Llegamos para abrir y descubrimos que los tiempos de cola eran cortos y habíamos hecho la mayoría de los viajes que queríamos para temprano en la tarde. Desafortunadamente, no hubo fuegos artificiales debido a que el castillo se renovó y hemos visto muchos desfiles en Disney World, así que decidimos no quedarnos por la noche.",Disneyland_HongKong,2019,4,315
669186152,3,Australia,"Necesito decir que he estado en casa de Disney Disneyland Anaheim. ¡HK Disney es aproximadamente un octavo de ese parque!    El viaje más grande (como en aterrador) fue Space Mountain. Principalmente paseos para niños distintos de eso. Realmente disfrutamos el espectáculo de Lion King. No puedo superar lo caro que era. ¡El agua equivale a $ 6 aud una botella pequeña y una comida combinada de hamburguesas equiparada $ 22 AUD! También nos alojamos en el Hotel Disney Hollywood, donde te tienen por las pelotas y cobran precios locos ($ 120 AUD) por la cena buffet o $ 55 AUD para el desayuno. ¡No hay supermercados de tiendas cerca para tomar un refrigerio o una cena barata, a menos que tome 2 trenes! Después de viajar a través de HK China durante 3 semanas, fue una locura costosa para la comida frita de mierda o un tazón sin sabor de ensalada de lechuga. Muy pocos lugares de comida abiertos. Castillo bajo mantenimiento. Tren bajo mantenimiento. Vales que nos pusimos en camino para afirmar que todas las tiendas en Main St tienen un 10% de descuento antes de 1030 ... ¿luego le dijeron a Bakery que no aquí? En casa que se llama publicidad falsa? !! Toy Story Land era increíblemente caliente sin sombra, el sol que rebotaba en el concreto ligero que mi esposo tenía un hipo mientras esperaba a la hija en el paseo porque está tan caliente. Vamos Disneyland ... ¿Seguramente puedes poner algunos tonos de estilo de camuflaje para que los padres que esperan no se desmayan? Algunos escaños para ancianos tampoco se extraviarían. Todo una experiencia bastante decepcionante y alrededor de $ 900 AUD Poor más pobre, para 2 adultos y 1 niño para un pase de 2 días (nota: no necesitarán volver por segundo día).",Disneyland_HongKong,2019,4,1504
669093045,5,Australia,"Tomó a un niño de cinco años y un niño de dos años. No pudo culpar a nada más que un cochecito de alquiler que se pellizca, que fue reemplazado rápidamente.  Personal increíble. Si puede quedarse en uno de los hoteles, hágalo.  Hace que todo sea mucho más fácil.",Disneyland_HongKong,2019,4,219
669050447,4,Australia,"Un gran día incluso para adultos. Podemos temprano y podemos hacer casi todos los viajes en un par de horas. Los restaurantes fueron geniales y una buena selección de diferentes alimentos. ¡Prueba las palomitas de maíz de caramelo! Desafortunadamente, cuando íbamos a los bares y 1 restaurante estaba cerrado, pero aún otras opciones disponibles. Los paseos son principalmente para niños pequeños, una pareja era buena para los adultos. Las compras fueron lo más destacado del día con una gran selección de regalos y ropa de Disney. Tenga en cuenta que si hay un especial diario, obténlo temprano, ya que se agotará. No hay mucha sombra, así que traiga sombreros y un paraguas.",Disneyland_HongKong,2019,4,587
668819140,5,Australia,"Fui a Hong Kong Disneyland con un poco de inquietud, ya que nuestra familia había estado en Disneyland en California 6 meses antes. ¡No se necesitaba inquietud, todos amamos HKDL! Amado amado me encantó. Sí, es mucho más pequeño que California y no hay tantos paseos de ritmo rápido, sin embargo, tuvimos un gran día. El parque es hermoso y la experiencia es como estar en Anaheim. Fuimos en un día en que se esperaban grandes cantidades de lluvia, por lo que los números disminuyeron. Teníamos alineaciones de menos de 5 minutos en la mayoría de los viajes. La lluvia se mantuvo hasta las 3 p.m. y habíamos podido pasar por todo el parque para ese momento y íbamos a volver a los paseos que queríamos hacer nuevamente. Una vez que comenzó la lluvia, descubrimos que la mayoría de las personas se acurrucaron debajo de sus paraguas, donde a medida que avanzábamos todos los paseos encubiertos una y otra vez. Recomiendo totalmente HKDL, solo tenga en cuenta que es más pequeño y más lento que otros parques de Disney.",Disneyland_HongKong,2019,4,899
668798543,5,China,"Este Disneyland es muy divertido. Hay muchos paseos que son buenos como la experiencia de Iron Man, Hyperspace Mountain, el auto de los Toy Story y muchos otros. También fui a Shanghai Disneyland y ese está tan lleno que no puedes ir en muchos paseos, pero en Hong Kong pudimos viajar en casi todos los viajes en un día. Las líneas eran muy cortas y el parque es pequeño, por lo que es fácil de manejar.",Disneyland_HongKong,2019,4,393
